factor_id,name_zh,name_en,family,metadata_quality,best_horizon,final_quality_class,final_quality_score,score_confidence,computation_integrity_score,predictive_ranking_score,portfolio_extraction_score,stability_score,quantile_shape_score,direction_interpretability_score,redundancy_novelty_score,redundancy_confidence,coverage_rate,rankic_mean,rankic_ir,monthly_ic_positive_rate,long_short_sharpe,long_short_annualized_return,long_short_max_drawdown,long_short_positive_month_rate,quantile_shape,main_strengths_zh,main_weaknesses_zh,main_strengths_en,main_weaknesses_en,review_notes_zh,review_notes_en,recommended_next_action,review_substatus,review_subreason_zh,review_subreason_en,ml_gate_status,ml_gate_reason_zh,ml_gate_reason_en,ml_gate_risk_flags,workflow_review_bucket,workflow_review_reasons,after_funding_best_horizon,after_funding_long_short_spread,after_funding_coverage_rate,bucket_tail_diagnosis,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,valid_redundancy_pair_count,expected_redundancy_pair_count,valid_redundancy_pair_coverage,insufficient_overlap_pair_count,nearest_factor,nearest_abs_spearman_corr,strongest_redundancy_level,novelty_assessment,redundancy_cluster_id,redundancy_cluster_size
wq101_alpha42,WQ101 Alpha42 VWAP收盘排名比,WQ101 Alpha42 VWAP-Close Rank Ratio,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,58.49,LOW,90.0,70.1,48.6,48.3,70,30.0,50.0,HIGH,0.997272,-0.026725,-0.1893,0.12,-0.2545,-0.073841,-0.030573,0.48,NEAR_MONOTONIC,计算完整性(90); 预测排名能力(70),稳定性(48); 方向可解释性(30),Computation Integrity(90); Predictive Ranking(70),Stability(48); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配1小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 1h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_flip|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,funding-adjusted edge flips,72h,-0.00114598,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,True,184,256,0.7188,72,tech_atr,0.741652,MODERATE_REDUNDANCY,NEEDS_REVIEW,107,1
wq101_alpha43,WQ101 Alpha43 相对成交量价格变化排名,WQ101 Alpha43 Relative Volume Delta Rank,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,56.94,MEDIUM,90.0,37.3,58.0,86.8,70,30.0,40.0,LOW,0.994244,0.009322,0.0857,1.0,0.2995,0.132539,-0.00089,0.56,NEAR_MONOTONIC,计算完整性(90); 稳定性(87),预测排名能力(37); 方向可解释性(30),Computation Integrity(90); Stability(87),Predictive Ranking(37); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配39小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 39h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_nonpositive|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00047149,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,wq101_alpha35,0.473246,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,108,1
wq101_alpha44,WQ101 Alpha44 高价成交量排名相关,WQ101 Alpha44 High-Volume Rank Corr,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,64.63,LOW,90.0,77.6,36.8,79.2,70,30.0,70.0,HIGH,0.988828,0.028383,0.298,1.0,-1.1675,-0.197604,-0.014274,0.32,NEAR_MONOTONIC,计算完整性(90); 稳定性(79),组合提取能力(37); 方向可解释性(30),Computation Integrity(90); Stability(79),Portfolio Extraction(37); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配5小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 5h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00241494,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,wq101_alpha22,0.312194,LOW_REDUNDANCY,LIKELY_DISTINCT,109,1
wq101_alpha45,WQ101 Alpha45 滞后收盘量价相关,WQ101 Alpha45 Delayed Close / Volume Corr,,NEEDS_REVIEW,4h,REVIEW_REQUIRED,51.57,MEDIUM,90.0,27.3,40.6,77.5,90,30.0,40.0,LOW,0.993107,0.006817,0.0741,0.92,-0.8885,-0.15906,-0.002058,0.36,MONOTONIC_GOOD,计算完整性(90); 分位形状(90),方向可解释性(30); 预测排名能力(27),Computation Integrity(90); Quantile Shape(90),Direction Interpretability(30); Predictive Ranking(27),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配25小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 25h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00099129,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,q158_rank_close_30h,0.170053,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,110,1
wq101_alpha46,WQ101 Alpha46 收盘斜率状态,WQ101 Alpha46 Close Slope State,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,63.77,LOW,90.0,58.1,54.1,82.8,70,30.0,70.0,HIGH,0.998396,0.015403,0.1327,0.96,0.1339,0.06132,-0.000761,0.48,NEAR_MONOTONIC,计算完整性(90); 稳定性(83),组合提取能力(54); 方向可解释性(30),Computation Integrity(90); Stability(83),Portfolio Extraction(54); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配21小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 21h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_nonpositive|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00164945,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,q158_resi_20h,0.575923,LOW_REDUNDANCY,LIKELY_DISTINCT,111,1
wq101_alpha47,WQ101 Alpha47 价格倒数VWAP排名,WQ101 Alpha47 Inverse Price VWAP Rank,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,52.25,LOW,90.0,49.0,43.9,54.9,40,30.0,70.0,HIGH,0.995731,-0.01268,-0.106,0.28,-0.7902,-0.120027,-0.024698,0.48,NON_MONOTONIC,计算完整性(90); 新颖性与冗余度(70),分位形状(40); 方向可解释性(30),Computation Integrity(90); Redundancy / Novelty(70),Quantile Shape(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配20小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 20h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|ls_not_robust|metadata_needs_review|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,,72h,-0.00044619,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,wq101_alpha8,0.472595,LOW_REDUNDANCY,LIKELY_DISTINCT,112,1
wq101_alpha49,WQ101 Alpha49 收盘斜率状态,WQ101 Alpha49 Close Slope State,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,64.6,LOW,90.0,66.3,69.2,88.0,70,30.0,20.0,HIGH,0.998396,0.020842,0.1819,1.0,0.9491,0.522184,-0.000876,0.6,NEAR_MONOTONIC,计算完整性(90); 稳定性(88),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Stability(88),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配21小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 21h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_flip|funding_adjusted_edge_nonpositive|high_redundancy|ls_not_robust|mean_median_split|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|funding-adjusted edge flips|mean_spread_outlier_dominated,72h,-0.0005507,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,True,184,256,0.7188,72,wq101_alpha51,0.999522,NEAR_DUPLICATE,HIGHLY_REDUNDANT,9,14
wq101_alpha5,WQ101 Alpha5 开盘VWAP收盘VWAP排名,WQ101 Alpha5 Open VWAP / Close VWAP Rank,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,74.82,LOW,90.0,65.8,82.3,92.8,90,30.0,70.0,HIGH,0.996542,0.020514,0.1742,1.0,1.6451,0.846566,-0.00054,0.76,MONOTONIC_GOOD,稳定性(93); 计算完整性(90),方向可解释性(30),Stability(93); Computation Integrity(90),Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配10小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 10h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_flip|funding_adjusted_edge_nonpositive|mean_median_split|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|funding-adjusted edge flips|mean_spread_outlier_dominated,24h,-0.00017905,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,True,184,256,0.7188,72,wq101_alpha83,0.435198,LOW_REDUNDANCY,LIKELY_DISTINCT,113,1
wq101_alpha50,WQ101 Alpha50 VWAP成交量排名相关,WQ101 Alpha50 Ranked VWAP-Volume Corr,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,59.45,LOW,30.0,81.7,38.6,75.3,70,30.0,70.0,HIGH,0.503049,0.033995,0.254,0.88,-0.9777,-0.21956,-0.063637,0.4,NEAR_MONOTONIC,预测排名能力(82); 稳定性(75),计算完整性(30); 方向可解释性(30),Predictive Ranking(82); Stability(75),Computation Integrity(30); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配9小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 9h bars.",REVIEW_FORMULA_OR_METADATA,HOLD_INSUFFICIENT_EVIDENCE,计算完整性或覆盖率不足，当前证据不够。,Computation integrity or coverage is too weak for current evidence.,ML_HOLD,证据不足，暂不进入机器学习。,Insufficient evidence; keep out of ML for now.,low_coverage|ls_not_robust|mean_median_split|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,72h,-0.00266435,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,184,256,0.7188,72,wq101_alpha27,0.413781,LOW_REDUNDANCY,LIKELY_DISTINCT,114,1
wq101_alpha51,WQ101 Alpha51 收盘斜率状态,WQ101 Alpha51 Close Slope State,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,65.61,LOW,90.0,66.6,72.0,90.4,70,30.0,20.0,HIGH,0.998396,0.021089,0.1847,1.0,1.0413,0.55626,-0.000804,0.68,NEAR_MONOTONIC,稳定性(90); 计算完整性(90),方向可解释性(30); 新颖性与冗余度(20),Stability(90); Computation Integrity(90),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配21小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 21h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|high_redundancy|ls_not_robust|mean_median_split|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,72h,-0.00037529,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,184,256,0.7188,72,wq101_alpha49,0.999522,NEAR_DUPLICATE,HIGHLY_REDUNDANT,9,14
wq101_alpha52,WQ101 Alpha52 低价变化收益排名,WQ101 Alpha52 Low Break / Return Rank,,NEEDS_REVIEW,4h,REVIEW_REQUIRED,49.43,MEDIUM,90.0,36.5,44.9,75.5,40,30.0,40.0,LOW,0.980532,0.009118,0.0726,0.84,-0.4407,-0.158819,-0.003787,0.4,NON_MONOTONIC,计算完整性(90); 稳定性(75),预测排名能力(36); 方向可解释性(30),Computation Integrity(90); Stability(75),Predictive Ranking(36); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配241小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 241h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00207981,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,q158_qtld_30h,0.516846,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,115,1
wq101_alpha53,WQ101 Alpha53,WQ101 Alpha53,wq101,FORMULA_AMBIGUOUS,1h,REVIEW_REQUIRED,69.34,LOW,90.0,62.2,75.3,91.6,70,20.0,70.0,HIGH,0.999278,0.0181,0.1652,1.0,1.2626,0.614251,-0.000587,0.72,NEAR_MONOTONIC,稳定性(92); 计算完整性(90),方向可解释性(20),Stability(92); Computation Integrity(90),Direction Interpretability(20),元数据质量: FORMULA_AMBIGUOUS; 需人工审查公式或元数据; QA: WQ101 Alpha53：9根K线的日内位置变化 — 检测K线区间内动量的转移。,Metadata quality: FORMULA_AMBIGUOUS; Formula or metadata needs human review; QA: WQ101 Alpha53: intraday position change over 9 bars — detects shifting momentum,REVIEW_FORMULA_OR_METADATA,REVIEW_FORMULA,公式或字段映射存在歧义，先复核计算定义。,Formula or field mapping is ambiguous; review the computation definition first.,ML_HOLD,公式未确认前不进入机器学习特征池。,Hold out of the ML feature pool until the formula is confirmed.,cost_collapsed|cost_too_thin|ls_not_robust,CONDITIONAL_DIRECTION_REVIEW,cost too thin,72h,0.00018335,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,q158_ksft_open,0.580221,LOW_REDUNDANCY,LIKELY_DISTINCT,116,1
wq101_alpha54,WQ101 Alpha54 OHLC幂比率,WQ101 Alpha54 OHLC Power Ratio,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,76.5,LOW,90.0,78.1,97.6,96.4,90,30.0,20.0,HIGH,0.997272,0.028727,0.2391,1.0,3.7763,2.314392,-0.000221,0.88,MONOTONIC_GOOD,组合提取能力(98); 稳定性(96),方向可解释性(30); 新颖性与冗余度(20),Portfolio Extraction(98); Stability(96),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配1小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 1h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|high_redundancy|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,,72h,0.00050094,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,184,256,0.7188,72,q158_ksft_range,0.994532,NEAR_DUPLICATE,HIGHLY_REDUNDANT,9,14
wq101_alpha55,WQ101 Alpha55 区间位置成交量相关,WQ101 Alpha55 Range Position Volume Corr,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,61.65,LOW,90.0,62.7,52.9,82.6,40,30.0,70.0,HIGH,0.9921,0.018497,0.2234,0.96,0.0689,0.011567,-0.006032,0.48,NON_MONOTONIC,计算完整性(90); 稳定性(83),分位形状(40); 方向可解释性(30),Computation Integrity(90); Stability(83),Quantile Shape(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配17小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 17h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|ls_not_robust|mean_median_split|metadata_needs_review|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|mean_spread_outlier_dominated,72h,-0.00060637,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,wq101_alpha2,0.334823,LOW_REDUNDANCY,LIKELY_DISTINCT,117,1
wq101_alpha56,WQ101 Alpha56 收益市值排名乘积,WQ101 Alpha56 Return-Cap Rank Product,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,59.71,LOW,60.0,55.0,77.3,90.0,40,30.0,40.0,HIGH,0.901419,0.013335,0.1118,0.96,1.516,0.610222,-0.000387,0.72,NON_MONOTONIC,稳定性(90); 组合提取能力(77),新颖性与冗余度(40); 方向可解释性(30),Stability(90); Portfolio Extraction(77),Redundancy / Novelty(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配11小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 11h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_flip|funding_adjusted_edge_nonpositive|mean_median_split|metadata_needs_review|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|funding-adjusted edge flips,72h,-0.00038145,1.0,ROBUST_SPREAD_NEGATIVE,MEAN_SPREAD_OUTLIER_DOMINATED,True,184,256,0.7188,72,candle_body,0.742421,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,118,1
