factor_id,family,lifecycle_status,name_en,name_zh,family_en,family_zh,formula_en,formula_zh,intuition_en,intuition_zh,required_columns,expected_direction,expected_direction_explanation_en,expected_direction_explanation_zh,known_limitations_en,known_limitations_zh,data_source_type,horizon_notes_en,horizon_notes_zh,status_explanation_en,status_explanation_zh,review_required_flag,metadata_quality,source_fields
vol_zscore_20h,volume_liquidity,DIAGNOSTIC_PROBE,20h Volume Z-Score,20小时成交量Z分数,Volume Z-Score,成交量Z分数,(volume - SMA20) / std20,(成交量 - 20期均线) / 20期标准差,20h volume z-score: how unusual current volume is vs its 20h rolling mean/std. Detects volume spikes.,20小时成交量Z分数：当前成交量相对于20小时滚动均值/标准差的异常程度。检测成交量放大。,volume,positive,"Positive direction: high volume z-score suggests increased attention/activity, may precede significant price moves.",正向：高成交量Z分数暗示关注度/活跃度增加，可能预示重大价格变动。,Volume z-score assumes stationarity (volume distributions shift). Spike can precede both rally and dump.,成交量Z分数假设平稳性（成交量分布会偏移）。放大可能预示上涨或暴跌。,VOLUME,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
vol_zscore_48h,volume_liquidity,DIAGNOSTIC_PROBE,48h Volume Z-Score,48小时成交量Z分数,Volume Z-Score,成交量Z分数,(volume - SMA48) / std48,(成交量 - 48期均线) / 48期标准差,48h volume z-score: longer-window volume anomaly detection.,48小时成交量Z分数：更长窗口的成交量异常检测。,volume,positive,Positive direction: sustained elevated volume suggests institutional activity.,正向：持续的成交量放大暗示机构活动。,Longer window reduces noise but may miss short-lived spikes.,更长窗口减少噪音但可能错过短暂的放大。,VOLUME,Lookback window: 48 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：48根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
qvol_zscore_20h,quote_volume_liquidity,DIAGNOSTIC_PROBE,20h Quote Vol Z-Score,20小时成交额Z分数,Quote Volume Z-Score,成交额Z分数,(quote_volume - SMA20) / std20,(成交额 - 20期均线) / 20期标准差,20h quote volume z-score: z-score of USD-denominated trading volume. Detects unusual dollar-volume activity.,20小时成交额Z分数：美元计价成交额的Z分数。检测异常的美元成交活动。,quote_volume,positive,Positive direction: elevated quote volume suggests institutional interest or large position changes.,正向：成交额放大暗示机构关注或大仓位变动。,"Quote volume is price×quantity, so correlated with price moves. Z-score assumes stationarity.",成交额=价格×数量，因此与价格变动相关。Z分数假设平稳性。,VOLUME,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
qvol_zscore_48h,quote_volume_liquidity,DIAGNOSTIC_PROBE,48h Quote Vol Z-Score,48小时成交额Z分数,Quote Volume Z-Score,成交额Z分数,(quote_volume - SMA48) / std48,(成交额 - 48期均线) / 48期标准差,48h quote volume z-score: longer-window USD volume anomaly detection.,48小时成交额Z分数：更长窗口的美元成交异常检测。,quote_volume,positive,Positive direction: sustained elevated quote volume.,正向：持续的成交额放大。,Same limitations as 20h variant but with more lag.,与20h变体相同的限制，但滞后更多。,VOLUME,Lookback window: 48 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：48根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
ma_gap_5_20,trend_ma,DIAGNOSTIC_PROBE,MA Gap 5/20,均线差 5/20,Trend MA Gap,均线差,(SMA5 - SMA20) / SMA20,(5期均线 - 20期均线) / 20期均线,MA gap (5/20): (SMA5-SMA20)/SMA20. Gap between short and long moving averages. Positive = uptrend.,均线差（5/20）：(SMA5-SMA20)/SMA20。短期和长期均线之间的差距。正值=上升趋势。,close,positive,Positive direction: positive gap (short MA above long MA) suggests uptrend continuation.,正向：正差距（短期均线在长期均线上方）暗示上升趋势延续。,Lagging indicator. Generates late signals. Gap can flip quickly in volatile markets.,滞后指标。信号延迟。波动市场中差距可能快速翻转。,TECHNICAL,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
ma_gap_10_40,trend_ma,DIAGNOSTIC_PROBE,MA Gap 10/40,均线差 10/40,Trend MA Gap,均线差,(SMA10 - SMA40) / SMA40,(10期均线 - 40期均线) / 40期均线,MA gap (10/40): medium-term trend indicator. (SMA10-SMA40)/SMA40.,均线差（10/40）：中期趋势指标。(SMA10-SMA40)/SMA40。,close,positive,Positive direction: positive gap suggests medium-term uptrend.,正向：正差距暗示中期上升趋势。,More lag than 5/20 gap. Slower to react to reversals.,比5/20差距滞后更多。对反转反应更慢。,TECHNICAL,Lookback window: 40 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：40根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
breakout_dist_20h,breakout,DIAGNOSTIC_PROBE,20h Breakout Distance,20小时突破距离,Breakout Distance,突破距离,(close - HH20) / (HH20 - LL20),(收盘 - 20期最高) / (20期最高 - 20期最低),20h breakout distance: (close-HH20)/(HH20-LL20). How far price is above/below the 20h high. Positive = new high.,20小时突破距离：(收盘-20期最高)/(20期最高-20期最低)。价格超出20小时高点的距离。正值=新高。,"close,high,low",positive,Positive direction: positive breakout (new high) suggests trend continuation.,正向：正突破（新高）暗示趋势延续。,Breakout can fail (false breakout). Works better with volume confirmation.,突破可能失败（假突破）。与成交量确认组合效果更好。,PRICE_POSITION,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
breakout_dist_48h,breakout,DIAGNOSTIC_PROBE,48h Breakout Distance,48小时突破距离,Breakout Distance,突破距离,(close - HH48) / (HH48 - LL48),(收盘 - 48期最高) / (48期最高 - 48期最低),48h breakout distance: how far price has moved beyond the 48h high-low range.,48小时突破距离：价格超出48小时高低区间的距离。,"close,high,low",positive,Positive direction: positive breakout suggests trend continuation over longer horizon.,正向：正突破暗示更长视野的趋势延续。,Longer window = more stable but more lag. False breakout risk remains.,更长窗口=更稳定但更滞后。假突破风险仍然存在。,PRICE_POSITION,Lookback window: 48 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：48根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
candle_body,intraday_candle,DIAGNOSTIC_PROBE,Candle Body Ratio,K线实体比率,Intraday Candle,日内K线,(close - open) / (high - low),(收盘 - 开盘) / (最高 - 最低),"Candle body ratio: (close-open)/(high-low). Measures how much of the bar range is body vs wick. 1=all body (strong move), 0=all wick (indecision).",K线实体比率：(收盘-开盘)/(最高-最低)。衡量K线区间中实体vs影线的比例。1=全实体（强移动），0=全影线（犹豫）。,"close,high,low,open",conditional,"Conditional direction: large body = strong directional move, but direction itself (up or down) depends on sign.",条件方向：大实体=强方向性移动，但方向本身（涨或跌）取决于符号。,"Captures body/wick structure, not direction. Signed body can be positive or negative. Requires additional context for direction.",捕捉实体/影线结构，不捕捉方向。有符号实体可正可负。需额外上下文确定方向。,RANGE_CANDLE,Lookback window: 1 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：1根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
candle_wick_upper,intraday_candle,DIAGNOSTIC_PROBE,Upper Wick Ratio,上影线比率,Intraday Candle,日内K线,"(high - max(open,close)) / (high - low)","(最高 - max(开盘,收盘)) / (最高 - 最低)","Upper wick ratio: (high-max(open,close))/(high-low). Measures upper shadow length. Long upper wick = selling pressure at highs.","上影线比率：(最高-max(开盘,收盘))/(最高-最低)。衡量上影线长度。长上影线=高价位的卖压。","close,high,low,open",negative,"Negative direction: longer upper wick suggests sellers rejected higher prices, expecting downward pressure.",负向：更长的上影线暗示卖方拒绝更高价格，预期下行压力。,Single-candle pattern; low reliability in isolation.,单K线形态；单独使用可靠性低。,RANGE_CANDLE,Lookback window: 1 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：1根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
candle_wick_lower,intraday_candle,DIAGNOSTIC_PROBE,Lower Wick Ratio,下影线比率,Intraday Candle,日内K线,"(min(open,close) - low) / (high - low)","(min(开盘,收盘) - 最低) / (最高 - 最低)","Lower wick ratio: (min(open,close)-low)/(high-low). Measures lower shadow length. Long lower wick = buying pressure at lows.","下影线比率：(min(开盘,收盘)-最低)/(最高-最低)。衡量下影线长度。长下影线=低价位的买压。","close,high,low,open",positive,Positive direction: longer lower wick suggests buyers defended lower prices.,正向：更长的下影线暗示买方在低价位防守。,Single-candle pattern; low reliability in isolation.,单K线形态；单独使用可靠性低。,RANGE_CANDLE,Lookback window: 1 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：1根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
xs_rank_ret_1h,cross_sectional_normalized,DIAGNOSTIC_PROBE,1h Cross-Sectional Return Rank,1小时截面收益排名,Cross-Sectional Rank,截面排名,cross_sectional_rank(ret_1h),1小时收益的截面排名,Cross-sectional 1h return rank: ranks all symbols by their 1h return at each timestamp. Captures relative performance.,截面1小时收益排名：在每个时间戳按1小时收益对所有标的排名。捕捉相对表现。,close,conditional,Conditional direction: cross-sectional rank captures relative position. Direction depends on whether relative winners keep winning or mean-revert.,条件方向：截面排名捕捉相对位置。方向取决于相对赢家是继续赢还是均值回归。,Cross-sectional factor: only meaningful relative to other symbols at the same timestamp. Absolute value has no meaning.,截面因子：仅在同一时间戳下相对于其他标的存在意义。绝对值无意义。,CROSS_SECTIONAL,Lookback window: 2 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：2根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
xs_rank_vol,cross_sectional_normalized,DIAGNOSTIC_PROBE,20h Cross-Sectional Volume Rank,20小时截面成交量排名,Cross-Sectional Rank,截面排名,"cross_sectional_rank(mean(vol,20))",20期均量的截面排名,Cross-sectional volume rank: ranks all symbols by their 20h average volume. Captures relative liquidity/attention.,截面成交量排名：按20小时平均成交量对所有标的排名。捕捉相对流动性/关注度。,volume,conditional,Conditional direction: high-volume rank may predict momentum (attention) or mean-reversion (crowded).,条件方向：高成交量排名可能预测动量（关注）或均值回归（拥挤）。,Cross-sectional factor: only relative ranking matters. Direction requires diagnostics.,截面因子：仅相对排名有意义。方向需诊断。,CROSS_SECTIONAL,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
ema_12_26_gap,technical_indicators,DIAGNOSTIC_PROBE,EMA 12/26 Gap,EMA 12/26差,Technical Indicators,技术指标,(EMA12 - EMA26) / EMA26,(EMA12 - EMA26) / EMA26,EMA 12/26 gap: (EMA12-EMA26)/EMA26. Gap between fast and slow exponential moving averages.,EMA 12/26差：(EMA12-EMA26)/EMA26。快慢指数均线之间的差距。,close,positive,Positive direction: positive gap (fast EMA above slow) suggests bullish momentum.,正向：正差距（快EMA在慢EMA上方）暗示看涨动量。,Lagging indicator similar to MACD. Generates late signals in fast-moving markets.,类似MACD的滞后指标。快速移动市场中信号延迟。,TECHNICAL,Lookback window: 26 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：26根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
